conceptType,conceptUri,skillType,reuseLevel,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01f10952-cb59-4347-9aee-d4fbc51c870a,skill/competence,transversal,kirjoittaa unkaria,released,,Unkarinkielisten tekstien laatiminen.,http://data.europa.eu/esco/skill/ddd3596a-43f3-402e-960a-5f79362a8609,unkari
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02d68c2b-1722-4440-8e25-376650e123c8,skill/competence,transversal,ymmärtää kirjoitettua koreaa,released,,Koreankielisten kirjoitettujen tekstien lukeminen ja ymmärtäminen.,http://data.europa.eu/esco/skill/f9bc2890-d1f2-4a83-bd7b-b150a7679c79,korea
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/037b5e5f-db3c-40cd-864e-5b9b9a3a080d,skill/competence,transversal,ymmärtää puhuttua unkaria,released,,Puhutun unkarin ymmärtäminen.,http://data.europa.eu/esco/skill/ddd3596a-43f3-402e-960a-5f79362a8609,unkari
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03a53283-d3ee-41c1-ab3e-eb806616440e,skill/competence,transversal,ymmärtää puhuttua kymriä,released,,Suullisesti ilmaistun kymrin ymmärtäminen,http://data.europa.eu/esco/skill/8dbd15c6-ecf0-468c-8ae1-f6eb360743dd,kymri
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/047218cf-3974-4148-86f8-31464253aa08,skill/competence,transversal,viestiä suullisesti bosniaksi,released,puhua bosniaa,Suullinen kommunikointi bosniaksi.,http://data.europa.eu/esco/skill/a9fdd2c9-4295-4407-ba3c-1547cbce40a2,bosnia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/049b5d37-aab3-4b6a-a505-bf254a434b5d,skill/competence,transversal,ymmärtää kirjoitettua latviaa,released,,Latviankielisten kirjoitettujen tekstien lukeminen ja ymmärtäminen.,http://data.europa.eu/esco/skill/5de39924-769c-4301-82a5-525358dffe50,latvia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/049de1f6-34ec-46f9-a0b1-8fc6f0199413,skill/competence,transversal,kirjoittaa suomea,released,,Kirjoitettujen tekstien laatiminen suomeksi.,http://data.europa.eu/esco/skill/0e3493f4-0cad-4fbc-8e02-025f169b8114,suomi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04bd6e5b-9f81-4c3d-a81f-d7ac2c08dfd9,skill/competence,transversal,ymmärtää puhuttua pandžabia,released,ymmärtää puhuttua punjabia | ymmärtää puhuttua panjabia,Suullisesti ilmaistun pandžabin ymmärtäminen.,http://data.europa.eu/esco/skill/e05b9e06-d298-4646-b762-acbd485a20e9,pandžabi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/078a25a4-1ac2-4c83-b0ed-8f8573c4633a,skill/competence,transversal,viestiä suullisesti oksitaaniksi,released,puhua oksitaania | viestiä suullisesti provensaaliksi | puhua provensaalia,Suullinen kommunikointi oksitaaniksi.,http://data.europa.eu/esco/skill/57cc6587-7efe-4ba5-982f-ac15ce1617ac,oksitaani
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0799a646-288c-4fcd-a6fd-d97a41c1bf5b,skill/competence,transversal,viestiä suullisesti tšekiksi,released,puhua tšekkiä,Suullinen kommunikointi tšekiksi.,http://data.europa.eu/esco/skill/da0795a7-6866-4afc-81ed-5e3aa398f058,tšekki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07cacd8e-6aaf-4cab-abeb-28319f454606,skill/competence,transversal,ymmärtää kirjoitettua ukrainaa,released,,Ukrainankielisten kirjoitettujen tekstien lukeminen ja ymmärtäminen.,http://data.europa.eu/esco/skill/354b948c-7eef-4ebc-bfd6-f60d7d5acb62,ukraina
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08759658-fffc-4951-bea0-1fb51d06eb89,skill/competence,transversal,ymmärtää kirjoitettua espanjaa,released,,Espanjankielisten kirjoitettujen tekstien lukeminen ja ymmärtäminen.,http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7,espanja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08ee9a78-5eb5-426c-b34e-9ef0e0f88cc5,skill/competence,transversal,ymmärtää kirjoitettua armeniaa,released,,Armeniankielisten kirjoitettujen tekstien lukeminen ja ymmärtäminen.,http://data.europa.eu/esco/skill/fcbcdf4c-d079-4010-ab4b-8356fbfa5096,armenia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a1e6554-1c6b-42c6-970b-8d9a307cdb5e,skill/competence,transversal,kirjoittaa jaavaa,released,,Jaavankielisten tekstien laatiminen.,http://data.europa.eu/esco/skill/7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d,jaava
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a35de65-e51d-4862-a425-2f4dd5c4a982,skill/competence,transversal,kirjoittaa bosniaa,released,,Bosniankielisten tekstien laatiminen.,http://data.europa.eu/esco/skill/a9fdd2c9-4295-4407-ba3c-1547cbce40a2,bosnia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0dc4ee3d-3e51-4765-bc1c-996707beeea1,skill/competence,transversal,ymmärtää kirjoitettua sardia,released,,Sardinkielisten kirjoitettujen tekstien lukeminen ja ymmärtäminen.,http://data.europa.eu/esco/skill/1627c1b9-31e1-4742-bf5c-cfec2ce33cfc,sardi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e3493f4-0cad-4fbc-8e02-025f169b8114,knowledge,transversal,suomi,released,,Suomen kieli. Suomi on EU:n virallinen kieli ja työkieli.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e91219a-e74a-46e6-bcf9-9e14da031343,skill/competence,transversal,kirjoittaa ukrainaa,released,,Ukrainankielisten tekstien laatiminen.,http://data.europa.eu/esco/skill/354b948c-7eef-4ebc-bfd6-f60d7d5acb62,ukraina
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ee9e985-0ee5-4a73-8a12-78b53b261bb2,skill/competence,transversal,viestiä suullisesti englanniksi,released,puhua englantia,Suullinen kommunikointi englanniksi.,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,englanti
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0efbd0a0-0272-445d-90a8-ebb2a9b5058b,skill/competence,transversal,ymmärtää puhuttua bosniaa,released,,Suullisesti ilmaistun bosnian ymmärtäminen.,http://data.europa.eu/esco/skill/a9fdd2c9-4295-4407-ba3c-1547cbce40a2,bosnia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0f58a178-1382-4df2-95e8-2b3f90e80e24,skill/competence,transversal,viestiä suullisesti espanjaksi,released,puhua espanjaa,Suullinen kommunikointi espanjaksi.,http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7,espanja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0f775d62-d543-40dd-aaaf-56195c2bfd80,skill/competence,transversal,ymmärtää puhuttua persiaa,released,,Suullisesti ilmaistun persian ymmärtäminen.,http://data.europa.eu/esco/skill/58cabf75-2520-4358-a210-2cbc628f4aa2,persia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/10323914-77bf-41f2-b081-42b6e972d08d,skill/competence,transversal,ymmärtää kirjoitettua islantia,released,,Islanninkielisten kirjoitettujen tekstien lukeminen ja ymmärtäminen.,http://data.europa.eu/esco/skill/a18e3090-6afb-4afb-a055-1f83bbe498e3,islanti
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/10b306ae-6a1b-4e62-b06d-8702cfc6814c,skill/competence,transversal,ymmärtää kirjoitettua tamilia,released,,Tamilinkielisten kirjoitettujen tekstien lukeminen ja ymmärtäminen.,http://data.europa.eu/esco/skill/e9e9b625-f59f-4bda-952d-1f9831e6dfda,tamili
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1299a59c-8b90-4838-8bef-0065cdfc8bdf,skill/competence,transversal,kirjoittaa pandžabia,released,kirjoittaa punjabia | kirjoittaa panjabia,Tekstien kirjoittaminen pandžabin kielellä.,http://data.europa.eu/esco/skill/e05b9e06-d298-4646-b762-acbd485a20e9,pandžabi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/13fc11d0-d35f-4a2c-9115-b0e2ed372523,skill/competence,transversal,ymmärtää kirjoitettua baskia,released,,Kirjoitetun baskin lukeminen ja ymmärtäminen.,http://data.europa.eu/esco/skill/a28fa5f1-be5b-4608-8376-acea8c2f8cb1,baski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1408a267-21e1-479e-bd40-197fa14b3024,skill/competence,transversal,ymmärtää puhuttua viroa,released,ymmärtää puhuttua eestiä,Puhutun viron ymmärtäminen.,http://data.europa.eu/esco/skill/1b7e6f56-bc73-4bcc-81ae-09252175d418,viro
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1495fc80-05c1-4f5b-82ae-9abc612364cc,skill/competence,transversal,ymmärtää puhuttua montenegroa,released,,Puhutun montenegron ymmärtäminen.,http://data.europa.eu/esco/skill/2358a146-6e8f-43cb-872f-a12ac9c57d60,montenegro
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7,knowledge,transversal,espanja,released,,Espanjan kieli. Espanja on EU:n virallinen kieli ja työkieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/14fc9b06-bf35-4b35-8f07-c53856ef18bc,skill/competence,transversal,kirjoittaa venäjää,released,,Tekstien kirjoittaminen venäjäksi.,http://data.europa.eu/esco/skill/6891bbce-20bf-4afc-bd5e-75bdf54c0165,venäjä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1500f1a7-d348-4d9e-b0a0-5792645f6c7a,skill/competence,transversal,ymmärtää kirjoitettua jaavaa,released,,Kirjoitetun jaavan lukeminen ja ymmärtäminen.,http://data.europa.eu/esco/skill/7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d,jaava
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/15db81bb-7ee6-4a5f-838f-0e8a731b1fb7,skill/competence,transversal,viestiä suullisesti montenegroksi,released,puhua montenegroa,Suullinen viestintä montenegroksi.,http://data.europa.eu/esco/skill/2358a146-6e8f-43cb-872f-a12ac9c57d60,montenegro
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/15ea7b6b-1b93-4ed8-b58a-5c54777e0832,knowledge,transversal,bihari,released,biharikieli,Biharin kieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/15f261e6-4379-437e-b137-b0c473ae3e74,skill/competence,transversal,makedonia,released,,Makedonian kieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1627c1b9-31e1-4742-bf5c-cfec2ce33cfc,knowledge,transversal,sardi,released,,Sardin kieli.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1658c54a-05f7-4bde-a2f0-be67bfbda596,skill/competence,transversal,viestiä suullisesti islanniksi,released,puhua islantia,Suullinen viestintä islanniksi.,http://data.europa.eu/esco/skill/a18e3090-6afb-4afb-a055-1f83bbe498e3,islanti
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/16af0cae-57a8-478b-9095-13d3a170c9e7,skill/competence,transversal,ymmärtää puhuttua japania,released,,Puhutun japanin ymmärtäminen.,http://data.europa.eu/esco/skill/39c675c4-af13-49db-bbed-cf762102f85e,japani
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/16c86dd8-00fa-4fbd-a0a9-bb59f83ebc85,skill/competence,transversal,kirjoittaa tšekkiä,released,,Tekstien kirjoittaminen tšekiksi.,http://data.europa.eu/esco/skill/da0795a7-6866-4afc-81ed-5e3aa398f058,tšekki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1778faed-42eb-4aba-a41a-83989cb6bc6b,skill/competence,transversal,ymmärtää puhuttua kroaattia,released,,Puhutun kroaatin ymmärtäminen.,http://data.europa.eu/esco/skill/6bc58e91-1827-4dc7-a9cf-2311edcba0ec,kroaatti
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/185647bf-e101-4080-9a40-09173d7eefd0,skill/competence,transversal,viestiä suullisesti kymriksi,released,puhua kymriä,Suullinen viestintä kymriksi.,http://data.europa.eu/esco/skill/8dbd15c6-ecf0-468c-8ae1-f6eb360743dd,kymri
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18e55722-e209-49a4-9f2c-ff0a789b3a68,skill/competence,transversal,viestiä suullisesti tamiliksi,released,puhua tamilia,Suullinen viestintä tamiliksi.,http://data.europa.eu/esco/skill/e9e9b625-f59f-4bda-952d-1f9831e6dfda,tamili
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1988ce17-ce7a-44b9-9fce-5aaea5f811f5,skill/competence,transversal,kirjoittaa armeniaa,released,,Tekstien kirjoittaminen armeniaksi.,http://data.europa.eu/esco/skill/fcbcdf4c-d079-4010-ab4b-8356fbfa5096,armenia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/19b04a30-2e1d-4893-a86c-bde277765c7f,skill/competence,transversal,kirjoittaa liettuaa,released,,Tekstien kirjoittaminen liettuaksi.,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,liettua
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1a61a520-f4a5-48fe-9087-3d0e46943d8e,skill/competence,transversal,ymmärtää kirjoitettua iiriä,released,,Kirjoitetun iirin lukeminen ja ymmärtäminen.,http://data.europa.eu/esco/skill/8f4c0fe6-10c7-409e-92d6-245f46728209,iiri
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b7e6f56-bc73-4bcc-81ae-09252175d418,knowledge,transversal,viro,released,eesti,Viron kieli. Viro on EU:n virallinen kieli ja työkieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1d3c5ca3-e154-4a43-883e-7496e8886cd6,skill/competence,transversal,kirjoittaa romaniaa,released,,Tekstien kirjoittaminen romaniaksi.,http://data.europa.eu/esco/skill/4b9f1ae5-0ee6-4738-8999-9b8191fba808,romania
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1d5526b3-f17b-46fc-ba7d-f4a32d908a7e,skill/competence,transversal,ymmärtää puhuttua saksaa,released,,Puhutun saksan ymmärtäminen.,http://data.europa.eu/esco/skill/4812a4ea-dc55-4dc6-b9b0-4a59bba2c647,saksa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1f90c205-f869-4dcf-a374-c4fdeded9cbc,knowledge,transversal,malaiji,released,,Malaijin kieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1fe42b38-cd42-4fc7-ae77-14e4c9e96295,skill/competence,transversal,kiina,released,,Kiinan kieli.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2080075c-0488-4fbf-a786-734dbbef31ce,skill/competence,transversal,marathi,released,,Marathin kieli.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/20d51474-58e1-4fb3-aec3-57bdc187c5ce,skill/competence,transversal,kirjoittaa turkkia,released,,Tekstien kirjoittaminen turkiksi.,http://data.europa.eu/esco/skill/aa66a033-8522-40e9-a5c0-ff2593e2669c,turkki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/214da014-b85e-4bb5-961d-1198a05e6b67,skill/competence,transversal,ymmärtää kirjoitettua makedoniaa,released,,Kirjoitetun makedonian lukeminen ja ymmärtäminen.,http://data.europa.eu/esco/skill/15f261e6-4379-437e-b137-b0c473ae3e74,makedonia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2203ac44-f4a7-4d34-a55f-1af107415988,skill/competence,transversal,ymmärtää kirjoitettua pandžabia,released,ymmärtää kirjoitettua panjabia | ymmärtää kirjoitettua punjabia,Kirjoitetun pandžabin lukeminen ja ymmärtäminen.,http://data.europa.eu/esco/skill/e05b9e06-d298-4646-b762-acbd485a20e9,pandžabi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/222bf50b-6739-48b1-a655-658306c3529f,skill/competence,transversal,kirjoittaa romanikieltä,released,kirjoittaa romanin kieltä | kirjoittaa romania,Tekstien kirjoittaminen romanikielellä.,http://data.europa.eu/esco/skill/8ef3eccc-a847-430e-b828-cf178803b8c1,romanikieli
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/227accd5-5e70-4cc3-8f1c-3f7b52eb6848,skill/competence,transversal,viestiä suullisesti arabiaksi,released,puhua arabiaa,Suullinen viestintä arabiaksi.,http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a,arabia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2358a146-6e8f-43cb-872f-a12ac9c57d60,knowledge,transversal,montenegro,released,,Montenegron kieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/237420c1-1882-4ce0-aa48-41a8e61977e5,skill/competence,transversal,ymmärtää puhuttua vietnamia,released,,Puhutun vietnamin ymmärtäminen.,http://data.europa.eu/esco/skill/bf60009d-8afb-4306-9b0d-cfe2f66ab08f,vietnam
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/246980fe-6222-4852-ade8-b372f7e0fd20,knowledge,transversal,slovakki,released,,Slovakin kieli. Slovakki on EU:n virallinen kieli ja työkieli.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25fcf0ff-1615-44b8-a81a-e6e8ce9deed7,skill/competence,transversal,viestiä suullisesti hindiksi,released,puhua hindiä,Puhua hindin kielellä.,http://data.europa.eu/esco/skill/d93a7370-bf56-43f5-be54-e108f8ec3107,hindi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2704b00a-5d70-40ad-997d-212b323fb32d,skill/competence,transversal,ymmärtää kirjoitettua turkkia,released,,Lukea ja ymmärtää turkinkielisiä tekstejä.,http://data.europa.eu/esco/skill/aa66a033-8522-40e9-a5c0-ff2593e2669c,turkki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1,knowledge,transversal,tanska,released,,Tanskan kieli. Tanskan kieli on EU:n virallinen kieli ja työkieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2874065e-6ca3-430c-912a-467da3c23704,knowledge,transversal,kurdi,released,,Kurdin kieli.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/29c954f2-ed17-4900-bba5-4cfd294f3680,skill/competence,transversal,viestiä suullisesti turkiksi,released,puhua turkkia,Puhua turkin kielellä.,http://data.europa.eu/esco/skill/aa66a033-8522-40e9-a5c0-ff2593e2669c,turkki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2abb9db5-350c-444c-8292-0e0b2ce00f9a,skill/competence,transversal,viestiä suullisesti saksaksi,released,puhua saksaa,Puhua saksan kielellä.,http://data.europa.eu/esco/skill/4812a4ea-dc55-4dc6-b9b0-4a59bba2c647,saksa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ac8e77b-6441-4337-b9a7-ba3d8e270cba,skill/competence,transversal,viestiä suullisesti kazakiksi,released,puhua kazakkia,Puhua kazakin kielellä.,http://data.europa.eu/esco/skill/f37dbb3c-dafc-4835-86d1-de9615626f9b,kazakki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2adb5796-fe66-4971-a57b-b9936a7cab68,skill/competence,transversal,ymmärtää puhuttua malaijia,released,,Ymmärtää malaijinkielistä puhetta.,http://data.europa.eu/esco/skill/1f90c205-f869-4dcf-a374-c4fdeded9cbc,malaiji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b7b97d3-9d77-45d4-a254-bb6c3047de78,skill/competence,transversal,viestiä suullisesti persiaksi,released,puhua persiaa,Puhua persian kielellä.,http://data.europa.eu/esco/skill/58cabf75-2520-4358-a210-2cbc628f4aa2,persia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ba106ed-4b44-45cf-8626-ff9a952b24ce,skill/competence,transversal,ymmärtää puhuttua telugua,released,,Ymmärtää telugunkielistä puhetta.,http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,telugu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2ce713f2-c684-4fa3-8e56-939e4bfbf4a2,skill/competence,transversal,ymmärtää puhuttua ranskaa,released,,Ymmärtää ranskankielistä puhetta.,http://data.europa.eu/esco/skill/e747e77e-0ea1-4001-8b07-1d11946b5f1b,ranska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2eac15c1-fe9a-4b53-9f4e-b74747d665e5,skill/competence,transversal,ymmärtää kirjoitettua malaijia,released,,Lukea ja ymmärtää malaijinkielisiä tekstejä.,http://data.europa.eu/esco/skill/1f90c205-f869-4dcf-a374-c4fdeded9cbc,malaiji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2edc3686-dc8b-498d-a174-a1f91917f86d,skill/competence,transversal,ymmärtää kirjoitettua maltaa,released,,Lukea ja ymmärtää maltankielisiä tekstejä.,http://data.europa.eu/esco/skill/cb50f9cd-3638-409b-8f93-befaf17d313e,malta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f566fb0-89f0-4d15-bd20-e00c93adff35,skill/competence,transversal,ymmärtää kirjoitettua georgiaa,released,ymmärtää kirjoitettua gruusiaa,Lukea ja ymmärtää georgiankielisiä tekstejä.,http://data.europa.eu/esco/skill/b2c1f90a-72ce-4499-ab9a-a9a5c9355d5b,georgia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2f7f7a05-88ec-4c8a-937f-381dce6b00fd,skill/competence,transversal,kirjoittaa koreaa,released,,Laatia kirjallisia tekstejä koreaksi.,http://data.europa.eu/esco/skill/f9bc2890-d1f2-4a83-bd7b-b150a7679c79,korea
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3048bf6d-27c7-4dc6-ae4b-e55094cec090,skill/competence,transversal,viestiä suullisesti suomeksi,released,puhua suomea,Puhua suomen kielellä.,http://data.europa.eu/esco/skill/0e3493f4-0cad-4fbc-8e02-025f169b8114,suomi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a,knowledge,transversal,arabia,released,,Arabian kieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34085657-5d64-4a68-abef-e5b7df3b3d46,skill/competence,transversal,ymmärtää kirjoitettua katalaania,released,,Lukea ja ymmärtää katalaaninkielisiä tekstejä.,http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,katalaani
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/347d33a8-3698-4549-a7de-722a0216ee40,skill/competence,transversal,ymmärtää puhuttua hollantia,released,,Ymmärtää hollanninkielistä puhetta.,http://data.europa.eu/esco/skill/cad4f44b-28a8-4448-86e5-7389e5ebf3eb,hollanti
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/354b948c-7eef-4ebc-bfd6-f60d7d5acb62,knowledge,transversal,ukraina,released,,Ukrainan kieli.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/37992d18-8d7e-4122-ad52-fa5d2d52ebde,skill/competence,transversal,ymmärtää kirjoitettua urdua,released,,Lukea ja ymmärtää urdunkielisiä tekstejä.,http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,urdu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3993c87c-7719-4186-811b-8ddfb40e76be,skill/competence,transversal,kirjoittaa englantia,released,,Laatia kirjallisia tekstejä englanniksi.,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,englanti
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/39a7d447-5a30-41b1-967d-bdcde3288c9e,skill/competence,transversal,kirjoittaa slovakkia,released,,Laatia kirjallisia tekstejä slovakiksi.,http://data.europa.eu/esco/skill/246980fe-6222-4852-ade8-b372f7e0fd20,slovakki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/39c675c4-af13-49db-bbed-cf762102f85e,knowledge,transversal,japani,released,,Japanin kieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a0814b1-5851-43f9-b886-1e496fefcf9c,skill/competence,transversal,ymmärtää kirjoitettua suomea,released,,Lukea ja käsittää suomenkielisiä tekstejä.,http://data.europa.eu/esco/skill/0e3493f4-0cad-4fbc-8e02-025f169b8114,suomi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a660148-e0d6-4b07-b107-10200ebb1b23,skill/competence,transversal,kirjoittaa azeria,released,,Laatia kirjallisia tekstejä azeriksi.,http://data.europa.eu/esco/skill/5bfce8e7-6f22-4e67-9018-0e4161620f3a,azeri
