conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650,"arvioida dataa, tietoa ja digitaalista sisältöä",released,skill/competence,cross-sector,,"Datan, tiedon ja digitaalisen sisällön lähteen luotettavuuden analysointi, vertailu ja kriittinen arviointi. Datan, tiedon ja digitaalisen sisällön luotettavuuden analysointi, vertailu ja kriittinen arviointi.",http://data.europa.eu/esco/skill/629685b8-5f9e-4522-8cff-b3e2c4ec625a | http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af,digitaalinen tietojenkäsittely | analysoida ja arvioida tietoa ja dataa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1d86f05e-e9cc-40ce-99d8-2b21cc71b16b,ratkaisujen käyttöönotto,released,knowledge,sector-specific,,"Ohjelmistojen ominaisuuksien asennuksen, käyttöönoton ja huollon aikana käytettävät tekniikat ja standardit.",http://data.europa.eu/esco/isced-f/0612,tietokanta- ja verkkosuunnittelu ja -hallinta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1de3942b-99d8-41e8-9ef0-fbc9e9f6307b,Drupal,released,knowledge,sector-specific,,"PHP-kielellä kirjoitettu avoimen lähdekoodin ohjelmistojärjestelmä, jota käytetään blogien, artikkelien, verkkosivujen tai lehdistötiedotteiden laatimisessa, editoinnissa, julkaisemisessa ja arkistoinnissa ja joka edellyttää HTML-, CSD- ja PHP-kielien korkeamman tason teknistä ymmärtämistä.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/5c66ce3a-658d-43b1-9d8d-0f39be6c0f2e,ohjelmisto- ja sovelluskehitys ja -analyysi | WebCMS
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1e7ed56a-6d6b-422f-962e-38543d150755,hallita ICT-järjestelmän muutoksia,released,skill/competence,sector-specific,hallita IT-järjestelmän muutoksia | huolehtia ICT-järjestelmän muutoksista | hallita ict-järjestelmän muutoksia | vastata ICT-järjestelmän päivityksistä ja muutoksista | hallita it-järjestelmän muutoksia,"Järjestelmän muutosten suunnittelu, toteutus ja valvonta. Aikaisempien järjestelmäversioiden säilyttäminen. Turvalliseen vanhempaan järjestelmäversioon palaaminen tarvittaessa.",http://data.europa.eu/esco/skill/71c2f41e-14de-4b23-82ad-5dbcd54ba5b0 | http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b | http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5,ottaa käyttöön ICT-järjestelmiä | työskennellä tietokoneiden kanssa | ylläpitää ICT-järjestelmää
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ebc1454-b6cb-4e45-a96a-17399961ad39,ylläpitää teknisiä turvajärjestelmiä,released,skill/competence,occupation-specific,,"Teknisten turvajärjestelmien, kuten kameroiden, henkilökorttien lukulaitteiden ja röntgenlaitteiden, toimintakunnon tarkastaminen.",http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f | http://data.europa.eu/esco/skill/2abfac2e-ad51-49fd-bbed-34953c95ab20 | http://data.europa.eu/esco/skill/865ccba0-e1a2-402c-9641-d23a4acac6ea,suojata tieto- ja viestintäteknisiä laitteita | valvoa turvajärjestelmien suunnittelua | hallita valvontalaitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1f1bef0f-2484-4136-a5bf-6ed80346a671,ratkaista rahapelaamisen ongelmia digitaalisesti,released,skill/competence,sector-specific,,"Tieto- ja viestintätekniikan resurssien, välineiden ja taitojen käyttäminen rahapelien, vedonlyönnin ja arpajaisten ongelmien, kuten pelin toimintaan liittyvien ongelmien ratkaisemiseksi.",http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb | http://data.europa.eu/esco/skill/5d1f71c1-fe52-4ade-b43d-5fc85ee16ad3,ratkaista tietokoneongelmia | johtaa rahapelitoimintaa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1fa420ed-5378-4258-8d7a-9ec274dda927,käyttää ohjauspaneelia,released,skill/competence,occupation-specific,käyttää ohjaimia,"Ohjauspaneelin käyttäminen mekanismien, kuten automaattisten porttien tai koneiden, ohjaamiseksi.",http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,käyttää digitaalisia välineitä koneiden ohjaukseen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1fc03dc8-0ee0-4876-83ec-86e0bfcb3876,joukkorahoitus,released,knowledge,cross-sector,,"Prosessi, jossa kerätään internetin välityksellä rahaa hankkeen tai yrityksen rahoittamiseksi. Siinä kerätään pieniä rahamääriä suurelta osallistujamäärältä digitaalisten strategioiden avulla.
   ",http://data.europa.eu/esco/isced-f/0413,johto ja hallinto
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ffac4ac-fda7-407d-8ed1-ca8f4a8dc146,Angular,released,knowledge,sector-specific,,"Ohjelmistokehityksen tekniikat ja periaatteet, kuten ohjelmointiparadigmojen analysointi, algoritmit, koodaus, testaus ja kääntäminen, Angularissa.
   ",http://data.europa.eu/esco/isced-f/0613,ohjelmisto- ja sovelluskehitys ja -analyysi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/206f5738-e91f-4390-84a2-fcb864bc11b1,käyttää erikoistuneita tietokonemalleja sään ennustamiseen,released,skill/competence,cross-sector,,Lyhyt- ja pitkäaikaisten sääennusteiden tekeminen fysikaalisten ja matemaattisten kaavojen avulla; erikoistuneiden tietokonemallien sovellusten ymmärtäminen.,http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,seurata ympäristöolosuhteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/20c6a2ec-ef98-4f95-8a16-c8006d9242ba,asentaa äänilaitteet,released,skill/competence,sector-specific,,Äänilaitteiden asentaminen tallentamista varten. Akustiikan testaaminen ja säätäminen.,http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,käyttää audiovisuaalisia laitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/20c920d4-7ff7-4676-ba61-3f04490d9416,seurata uusimpia tietojärjestelmäratkaisuja,released,skill/competence,sector-specific,seurata uusia tietojärjestelmiä | pysyä ajan tasalla informaatiojärjestelmien kehityksessä | seurata tietojärjestelmäratkaisujen kehitystä | seurata uusia informaatiojärjestelmiä | pysyä ajan tasalla tietojärjestelmien kehityksessä | seurata uusimpia informaatiojärjestelmäratkaisuja | seurata informaatiojärjestelmien kehitystä | seurata uusia tietojärjestelmäratkaisuja | seurata uusimpia tietojärjestelmiä,"Uusimpien tietojen kerääminen olemassa olevista tietojärjestelmäratkaisuista, joissa yhdistyvät ohjelmistot ja laitteistot sekä verkon osat.",http://data.europa.eu/esco/skill/e2a5e046-3357-493e-bbdc-8d0ef82005cc | http://data.europa.eu/esco/skill/9bf266a6-188b-4d17-a22f-2f266d76832b,seurata asiantuntemuksen kehittymistä | osoittaa oppimishalukkuutta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/20eb4c72-2a50-4a68-acb0-7e0d4559c097,asentaa viihde-elektroniikkaa,released,skill/competence,occupation-specific,,"Sähköisten laitteiden, kuten televisioiden, audio- ja videolaitteiden ja kameroiden, liittäminen sähköverkkoon ja niiden maadoittaminen vaaratilanteiden välttämiseksi. Asennuksen testaaminen asianmukaisen toiminnan varmistamiseksi.",http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"asentaa ja korjata sähkö-, elektroniikka- ja tarkkuuslaitteita"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/211e4a02-69a6-494e-b94a-93741e2a3a0b,purkaa mobiililaitteet,released,skill/competence,sector-specific,koota kännykät | koota matkapuhelin | purkaa mobiililaitteita | koota matkapuhelimia | koota mobiililaitteita | koota kännyköitä | koota mobiililaitteet | koota takaisin matkapuhelimia | koota matkapuhelimet,"Mobiililaitteiden purkaminen vikojen analysointia, osien vaihtamista tai kierrätystä varten.",http://data.europa.eu/esco/skill/b4877620-c375-45f3-a678-2ddb4dae6a29 | http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060 | http://data.europa.eu/esco/skill/55cd5608-1497-4ed1-96d0-cb9494749a09,"korjata ICT-laitteita | asentaa ja korjata sähkö-, elektroniikka- ja tarkkuuslaitteita | korjata mobiililaitteita"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2164e860-7f20-48bc-b98c-5d9f8a561550,suunnitella tietokoneverkosto,released,skill/competence,sector-specific,,"Tieto- ja viestintäteknisten verkkojen, kuten laajaverkon ja lähiverkon, kehittäminen ja suunnittelu. Verkot yhdistävät tietokoneet kaapeleiden tai langattoman yhteyden avulla ja mahdollistavat tiedonvaihdon niiden välillä sekä niiden kapasiteettivaatimuksien arvioimisen.",http://data.europa.eu/esco/skill/a47d194d-0ffd-4aaa-b695-fbbe0255000e | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,suunnitella tietojärjestelmä | suunnitella tieto- ja viestintäteknisiä järjestelmiä tai sovelluksia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/216e5ea6-c683-4945-9f96-03483dc56d9f,korjata lukituslaitteita,released,skill/competence,occupation-specific,huoltaa lukituslaitteita,"Korjaus- ja vianetsintäpalvelut automaattisille ovenavaajille, ovien sulkemislaitteille ja muille kulunvalvontajärjestelmille niiden eritelmien mukaisesti.",http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060 | http://data.europa.eu/esco/skill/ade18380-76dc-4263-8c95-f61c0a887fc4,"asentaa ja korjata sähkö-, elektroniikka- ja tarkkuuslaitteita | korvata vialliset laitteet"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2180bd8c-86de-4889-8165-adac902eee9d,sulautetut järjestelmät,released,knowledge,sector-specific,sulautettujen järjestelmien ohjelmiston arkkitehtuurit | sulautettujen järjestelmien ohjelmistoarkkitehtuurit | sulautettu järjestelmä | upotetut järjestelmät | sulautetut oheislaitteet  suunnitteluperiaatteet ja kehitystyökalut,"Tietokonejärjestelmät ja komponentit, joilla on erityinen ja itsenäinen tehtävä laajemmassa järjestelmässä tai koneessa, kuten sulautettujen järjestelmien ohjelmistoarkkitehtuurit, niihin sulautetut oheislaitteet, suunnittelun periaatteet ja kehittämistyökalut.",http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523 | http://data.europa.eu/esco/isced-f/0714,ICT-infrastruktuuri | elektroniikka ja automatiikka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/219dd03d-4168-416a-be40-f4becca55130,Engrade,released,knowledge,sector-specific,,"Tietokoneohjelma Engrade on verkko-oppimisalusta, jonka tarkoituksena on luoda, hallinnoida, järjestää, raportoida ja toteuttaa verkko-opiskelukursseja tai -koulutusohjelmia.",http://data.europa.eu/esco/isced-f/0612 | http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834,tietokanta- ja verkkosuunnittelu ja -hallinta | oppimisen hallintajärjestelmät
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,tietokoneohjelmointi,released,knowledge,cross-sector,,"Ohjelmistojen kehittämisen tekniikat ja periaatteet, kuten analyysi, algoritmit, koodaus, ohjelmointijärjestelmien ja ohjelmointikielten testaus ja laadinta (esim. kohdesuuntautunut ohjelmointi, toiminnallinen suunnittelu).",http://data.europa.eu/esco/skill/f5369f2f-e52b-43d8-8d31-79a6c11188d8 | http://data.europa.eu/esco/isced-f/0613,digitaalisen sisällön luominen | ohjelmisto- ja sovelluskehitys ja -analyysi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/21dd999b-c5cc-4cec-8a9f-33f07079c12e,lähetystuotannon laitteet,released,knowledge,sector-specific,,"Lähetystuotannon laitteiden, kuten lähetyskonsoleiden, reitittimien, mikrofonien, kaksoiskompressorien ja muiden koneiden käyttö ja toiminta.",http://data.europa.eu/esco/isced-f/0211,audiovisuaaliset tekniikat ja mediatuotanto
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/22225017-a02e-4171-8775-64c3adc87512,automaattinen mittarinluku,released,knowledge,cross-sector,,"Mobiili- ja verkkotekniikat sekä kädessä pidettävät tekniikat, joiden avulla saadaan automaattisesti tietoa energian ja veden kulutuksesta ja toimitetaan ne keskustietokantaan laskujen lähettämistä tai analyysin tekemistä varten.",http://data.europa.eu/esco/isced-f/0612,tietokanta- ja verkkosuunnittelu ja -hallinta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/224423a6-ac6a-4b3e-be7c-e38b41f82116,käyttää merinavigointilaitteita,released,skill/competence,sector-specific,käyttää sisävesinavigointilaitteita,"Navigointilaitteiden, esimerkiksi kompassin tai sekstantin, tai merenkulun turvalaitteiden, kuten majakoiden tai merkkipoijujen, tutkan, satelliittien ja tietokonejärjestelmien, käyttäminen alusten navigointiin vesiväylillä. Ajantasaisten merikarttojen, ilmoitusten ja julkaisujen käyttö aluksen tarkan sijainnin määrittämiseksi.",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,käyttää viestintälaitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb,käyttää esitysohjelmistoja,released,skill/competence,cross-sector,,"Sellaisten ohjelmistotyökalujen käyttö, joilla luodaan digitaalisia esityksiä, joissa yhdistyvät eri elementit, kuten kuviot, kuvat, teksti ja muu multimedia.",http://data.europa.eu/esco/skill/446a36a5-2376-439f-b46b-4a214ba0acdf | http://data.europa.eu/esco/skill/d822b4b2-26c7-4bd9-970d-229c6504f615,"käyttää tekstinkäsittely-, julkaisu- ja esitysohjelmistoja | luoda digitaalista sisältöä"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/238343b1-7b51-42b3-a9ed-cf24d3a236e7,tunnistaa digitaalisen osaamisen puutteet,released,skill/competence,cross-sector,tunnistaa digitaalisten taitojen puutteet,Oman digitaalisen osaamisen puutteiden ja kehityskohteiden tunnistaminen. Kyky tukea muita heidän pyrkimyksissään digitaalisen osaamisen kehittämiseen. Itsekehitysmahdollisuuksien etsiminen ja digitalisaatioon liittyvien uutisten seuraaminen.,http://data.europa.eu/esco/skill/7e5147d1-60b1-4a68-804b-1f5cb0396b91 | http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595,"ongelmanratkaisu tieto- ja viestintäteknisillä työkaluilla ja laitteilla | seurata, tarkastaa ja testata"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23900e3d-06fa-424c-a5dc-c0ea42edde1e,Oracle Warehouse Builder,released,knowledge,sector-specific,,"Tietokoneohjelma Oracle Warehouse Builder on työkalu organisaatioiden luomien ja ylläpitämien useiden sovellusten tietojen yhdistämiseksi yhteen johdonmukaiseen ja avoimeen datarakenteeseen, jonka on kehittänyt ohjelmistoyhtiö Oracle.",http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051 | http://data.europa.eu/esco/isced-f/0612,"tietojen keräämisen, muuntamisen ja lataamisen työkalut | tietokanta- ja verkkosuunnittelu ja -hallinta"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23b45aa6-a479-486d-9e6f-062cbab7c68a,liityntätekniikat,released,knowledge,sector-specific,,"Tekniikat, jotka liittyvät mallien ja osien välisiin liitäntöihin.",http://data.europa.eu/esco/isced-f/0714,elektroniikka ja automatiikka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23df3447-f59e-45a4-86da-78e38d07c808,musiikki- ja videoteollisuus,released,knowledge,cross-sector,,Video- ja musiikkiteollisuuden toimijat ja markkinoilla saatavilla olevat tuotteet.,http://data.europa.eu/esco/isced-f/0211,audiovisuaaliset tekniikat ja mediatuotanto
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2450c3b3-e78e-435b-b84d-e05d984e71dc,ohjelmistoarkkitehtuurimallit,released,knowledge,sector-specific,,"Ohjelmistojärjestelmän ymmärtämiseksi tai kuvaamiseksi tarvittavat rakenteet ja mallit, mukaan lukien ohjelmistoelementit, niiden väliset suhteet sekä näiden elementtien ja suhteiden ominaisuudet.",http://data.europa.eu/esco/isced-f/0611,tietotekniikan käyttö
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/24c200e5-be20-4370-a137-ab53797f3a17,ohjelmistokehys,released,knowledge,sector-specific,ohjelmistokehykset,"Ohjelmistojen kehitysympäristöt tai -työkalut, joilla parannetaan uuden ohjelmistokehityksen tehokkuutta tarjoamalla erityisiä ominaispiirteitä, jotka tukevat ja ohjaavat kehittämistä.",http://data.europa.eu/esco/isced-f/0613,ohjelmisto- ja sovelluskehitys ja -analyysi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/251b5528-693c-4ef9-a7f6-9924bb8d7ef8,hajautetut sovelluskehykset,released,knowledge,sector-specific,,"Eri ohjelmistokehykset, jotka mahdollistavat hajautettujen sovellusten kehittämisen lohkoketjuinfrastruktuurissa, sekä niiden ominaisuudet, edut ja haitat. Tällaisia ovat esimerkiksi Truffle, Embark, Epirus ja OpenZeppelin.
   ",http://data.europa.eu/esco/isced-f/0613,ohjelmisto- ja sovelluskehitys ja -analyysi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1,etsiä ja poistaa virheet ohjelmistosta,released,skill/competence,sector-specific,,"Tietokonekoodin korjaaminen testituloksia analysoimalla, paikallistamalla ohjelmistossa ongelmia aiheuttavan viallisen koodin ja näiden virheiden poistaminen.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,ohjelmoida tietokonejärjestelmiä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2579f843-87e8-4a9f-83ce-1284b2218b56,johtaa ilmailutiedotuksen tiedonhallintapalveluja,released,skill/competence,sector-specific,,"Hoitaa monimutkaisia tehtäviä sekä keskitason ja korkean tason tietokanta-, tietokone- ja GIS-tehtäviä laadukkaiden ilmailua koskevien tietokokonaisuuksien ja julkaisujen laatimiseksi.
   ",http://data.europa.eu/esco/skill/7e8c17fd-3299-4c5a-b67c-32f516364662 | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"arvioida palveluiden laatua | hallinnoida, koota ja tallentaa digitaalista tietoa"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/258d3de5-60fd-4336-aa7e-7700b64f5ed5,liikkeenkaappaus,released,knowledge,sector-specific,,"Prosessi ja tekniikat, joilla mitataan ihmisten liikkumista, jotta voitaisiin luoda mahdollisimman ihmismäisiä digitaalisia hahmoja ja saada ne liikkumaan mahdollisimman ihmismäisesti.",http://data.europa.eu/esco/isced-f/0211,audiovisuaaliset tekniikat ja mediatuotanto
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25b291b5-8245-4d9d-b391-86a8a31d7109,käyttää samanaikaista ohjelmointia,released,skill/competence,sector-specific,hallita samanaikaisen ohjelmoinnin käyttöperiaatteet | tietokoneiden rinnakkaiskäyttö | samanaikaisohjelmointi | samanaikainen ohjelmointi | käyttää samanaikaisohjelmointia | samanaikainen ohjelmoiminen,"Laatia tieto- ja viestintätekniikan erikoisvälineillä ohjelmia, jotka voivat suorittaa samanaikaisia operaatioita jakamalla ohjelmat samanaikaisiin prosesseihin ja yhdistämällä lasketut tulokset.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,ohjelmoida tietokonejärjestelmiä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25df422a-bf0a-4f76-8631-d0be91cb8751,mallipohjainen systeemisuunnittelu,released,knowledge,cross-sector,,"Mallipohjainen systeemisuunnittelu (model-based systems engineering, MBSE) on systeemisuunnittelun menetelmä, jossa tietojen välittämisen pääkeinona käytetään visuaalista mallintamista. Sen tarkoituksena on luoda ja käyttää toimialuemalleja siten, että ne toimivat tärkeimpänä insinöörien ja asiantuntijoiden välisenä tiedonvaihtokeinona asiakirjapohjaisen tiedonvaihdon sijaan. Tarpeettomien tietojen vaihto poistetaan hyödyntämällä abstrakteja malleja, jotka sisältävät vain olennaiset tiedot.
	",http://data.europa.eu/esco/isced-f/0710,"kone-, prosessi-, energia- ja sähkötekniikka, tarkemmin määrittämättömät"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25ee43a8-f9b0-4990-96cf-eabe627ff0cc,käyttää vuokranhallintaohjelmistoja,released,skill/competence,occupation-specific,,"Seurata vuokranhallintaohjelmistoilla liiketoiminnallisia näkökohtia, kuten rahoitusta, vuokrausta ja laskuja.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"hallinnoida, koota ja tallentaa digitaalista tietoa"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,tietojenlouhinta,released,knowledge,sector-specific,,"Tekoälyn, koneoppimisen, tilastoinnin ja tietokantojen menetelmät, joilla haetaan sisältöä tietokokonaisuudesta.",http://data.europa.eu/esco/isced-f/0612,tietokanta- ja verkkosuunnittelu ja -hallinta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2672f6a9-1e70-43c5-859d-e6a0fc9ea0f1,ilma-alusten lennonohjausjärjestelmät,released,knowledge,sector-specific,,"Lennonohjausjärjestelmien puitteiden, ominaisuuksien ja toiminnan tunteminen. Lennonohjauspintojen, ohjaamon hallintalaitteiden ja liitäntöjen hallinta sekä ilma-aluksen lentosuunnan ohjaamiseen tarvittavien mekanismien käyttö. Ilma-aluksen moottorin ohjauslaitteiden käyttö ilma-aluksen nopeuden muuttamiseksi.",http://data.europa.eu/esco/isced-f/1041,kuljetuspalvelut
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/26ca7ed6-80a7-47e3-92f5-6e6016adeb95,valita väriprofiileja,released,skill/competence,sector-specific,,"Säilyttää digitaalisten väri- ja mustesuihkutulostimien väritulostuslaatu johdonmukaisena ajamalla rutiininomaisia kalibrointitehtäviä ja varmistamalla, että tulostimien väriprofiilit pitävät edelleen paikkansa.",http://data.europa.eu/esco/skill/dcb9c446-bb08-44de-89b6-851ac2903eaf,käyttää painatteiden ja valokuvien tuotannon laitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/26fa7a33-a426-4cd5-9792-33bf668612e1,LESS,released,knowledge,sector-specific,,"Tietokonekieli LESS on tyylisivuja käyttävä kieli, jossa välitetään strukturoituja asiakirjoja. Näissä asiakirjoissa on noudatettava tyylisivuja eli tiettyjä tyylisääntöjä, kuten kirjasinta, väriä ja ulkoasua.",http://data.europa.eu/esco/isced-f/0612 | http://data.europa.eu/esco/skill/c2999f0c-eb37-4cdf-b9b0-82107b628794,tietokanta- ja verkkosuunnittelu ja -hallinta | tyylitiedostokielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27065048-bca8-4b0a-891a-b192b9ceadfd,tietokoneavusteiset valmistusohjelmistot,released,knowledge,sector-specific,CAM-ohjelmistot,"Erilaiset tietokoneavusteisen valmistuksen välineet (CAM) koneiden ja työstökoneiden ohjaamiseksi luomisessa, muuttamisessa, analyysissa tai optimoinnissa osana työkappaleiden valmistusprosesseja.",http://data.europa.eu/esco/isced-f/0613,ohjelmisto- ja sovelluskehitys ja -analyysi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27ad6528-0914-4049-87c0-2f05791d0e2e,suunnitella kotiautomaatiojärjestelmä rakennuksiin,released,skill/competence,sector-specific,,"Suunnitella kattava kotiautomaatiojärjestelmä rakennuksia varten ottaen huomioon kaikki valitut komponentit. Arvioida energiansäästön kannalta, mitkä komponentit ja järjestelmät olisi sisällytettävä kotiautomaatiojärjestelmään ja mitkä ovat vähemmän hyödyllisiä.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,suunnitella sähkö- tai elektroniikkajärjestelmiä tai -laitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27aedf16-e2e9-419d-9ad8-1c3100e0e941,johtaa videon tai elokuvan leikkausryhmää,released,skill/competence,sector-specific,,"Johtaa multimediataiteilijoita ja muita videon tai elokuvan leikkausryhmän jäseniä ja varmistaa, että editointi tapahtuu ajoissa ja tuotantotiimin luovan näkemyksen mukaisesti.",http://data.europa.eu/esco/skill/1f1d2ff8-c4c1-45cc-9812-6a7ee84a73cb | http://data.europa.eu/esco/skill/aab9f44d-fe0e-46d8-a470-11ce82a64846 | http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207,johtaa ryhmää | valvoa pienryhmää tai ryhmää | johtaa muita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27b913f0-3c52-448b-ad27-fc6ef08fb326,Adobe Illustrator,released,knowledge,sector-specific,,"Tietokoneohjelma Adobe Illustrator CC on graafinen tieto- ja viestintätekninen työkalu, jonka avulla voidaan digitaalisesti muokata ja koostaa grafiikkaa sekä 2D-rasterin että 2D-vektorigrafiikan tuottamiseksi. Sen on kehittänyt ohjelmistoyritys Adobe.",http://data.europa.eu/esco/isced-f/0611 | http://data.europa.eu/esco/skill/a71577b2-7550-4222-88ee-dcbd2d881516,tietotekniikan käyttö | kuvankäsittelyohjelmat
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/27ddcef9-8522-4699-b0e6-2e2b10fd6d13,perustaa joukkorahoituskampanja,released,skill/competence,cross-sector,,"Laatia digitaalinen rahankeräystapahtuma hanketta varten käyttämällä joukkorahoitusalustoja. Tähän liittyy muun muassa se, että luodaan joukkorahoitusalustalle profiili, laaditaan kiinnostavia videoita hankkeesta, kerrotaan kampanjan tavoitteista, seurataan budjettia, tiedotetaan lahjoittajille ja käytetään sosiaalista mediaa.
   ",http://data.europa.eu/esco/skill/1d4be2e3-ac64-426f-838d-1e7cb8600927,johtamistaidot
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2857540c-180b-4208-9127-e94a01871966,kohdentaa ohjelmisto järjestelmän arkkitehtuureihin,released,skill/competence,sector-specific,,"Sovittaa järjestelmän suunnittelu ja tekniset eritelmät ohjelmistoarkkitehtuuriin, jotta voidaan varmistaa järjestelmän osien integrointi ja yhteentoimivuus.",http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,asentaa tietokonejärjestelmiä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2879e8f6-037a-49ed-ba73-6f7d7766223e,elintarvikejätteen seurantajärjestelmät,released,knowledge,sector-specific,,"Elintarvikejätettä koskevien tietojen keräämiseen, seuraamiseen ja arvioimiseen tietyssä organisaatiossa tai majoitus- tai ravitsemisliikkeessä tarkoitettujen digitaalisten välineiden ominaisuudet, hyödyt ja käyttötavat.
   ",http://data.europa.eu/esco/isced-f/0612,tietokanta- ja verkkosuunnittelu ja -hallinta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2891f0dc-4426-4a9a-8fbb-db4fb0a66f91,Nessus,released,knowledge,sector-specific,,"Tietokoneohjelma Nessus on erikoistunut tieto- ja viestintätekninen työkalu, joka testaa järjestelmätietojen mahdollisesti luvatonta käyttöä koskevia tietoturvaheikkouksia ja jonka on kehittänyt ohjelmistoyritys Tenable Network Security.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,ohjelmisto- ja sovelluskehitys ja -analyysi | penetraatiotestaustyökalu
