conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a776a56-6ec1-4790-84b3-46d0be706806,käyttää tutkanavigointia,released,skill/competence,sector-specific,,"Sellaisten nykyaikaisten tutkaohjauslaitteiden käyttö, joiden avulla voidaan varmistaa alusten turvallinen toiminta.",http://data.europa.eu/esco/skill/c6c37f68-190e-4482-905c-93007a64ed61 | http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,käyttää tutkalaitteita | käyttää viestintälaitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a856d55-23b5-4bdc-ad24-3eb5bc83d81f,ottaa käyttöön reittien suunnittelu älykkäissä liikkuvuuspalveluissa,released,skill/competence,sector-specific,,"Käyttää erityisiä hakukoneita, kuten erilaisia reittioppaita, jotta voidaan ehdottaa optimoituja matkareittejä eri kriteerien, kuten kulkuvälineen, lähtö- ja saapumisajan, sijainnin tai matkan keston, perusteella.
	",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,käyttää digitaalisia välineitä yhteistyössä ja tuottavuudessa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a9acb6b-1139-4be9-b431-3a80a959f2f4,ketterä projektinhallinta,released,knowledge,sector-specific,,"Ketterä projektinhallinta on tieto- ja viestintäteknisten resurssien suunnittelun, hallinnan ja valvonnan menetelmä tiettyjen tavoitteiden saavuttamiseksi projektinhallinnan tietoteknisiä välineitä käyttäen.",http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9 | http://data.europa.eu/esco/isced-f/0413,ICT-projektinhallintamenetelmät | johto ja hallinto
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0aabcae7-71de-456e-8e38-d9e40a4e0272,nykyaikaiset sähköiset opastinjärjestelmät,released,knowledge,sector-specific,,"Ymmärtää perinteiset ja nykyaikaiset sähköiset opastinjärjestelmät, käyttää rautateiden opastinjärjestelmiä.",http://data.europa.eu/esco/isced-f/1041,kuljetuspalvelut
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ab03c6c-281b-48f4-83e0-10eeb27a1bae,verkon hallintajärjestelmän työkalut,released,knowledge,sector-specific,,"Ohjelmistot tai laitteistot, jotka mahdollistavat laajan verkkojärjestelmän yksittäisten verkkokomponenttien tai osien seurannan, analysoimisen ja valvonnan.",http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523 | http://data.europa.eu/esco/isced-f/0612,ICT-infrastruktuuri | tietokanta- ja verkkosuunnittelu ja -hallinta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0af062de-eb43-41e9-9b96-249e2cd22d26,käyttää merkintäkieliä,released,skill/competence,sector-specific,käyttää XHTML-kieltä | käyttää HTML-kieltä | käyttää XHTLM:ää | käyttää merkkauskieliä | käyttää HTML:ää,"Tekstistä lauseopillisesti erotettavissa olevien tietokonekielten hyödyntäminen, jotta voidaan lisätä asiakirjaan huomautuksia ja täsmentää ulkoasua ja käsitellä asiakirjatyyppejä, kuten HTML-asiakirjoja.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,ohjelmoida tietokonejärjestelmiä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0b0335f3-0aa1-491e-895e-81fc8774a300,kehittää automaattisia siirtomenetelmiä,released,skill/competence,sector-specific,,"Tieto- ja viestintätekniikan automaattisen tiedonsiirron luominen varastotyyppien, -muotojen ja -järjestelmien välillä, jotta henkilöstön ei tarvitse tehdä sitä manuaalisesti.",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,laatia toimintaperiaatteita ja -menettelyjä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0b449eb1-d082-4e62-95d7-5cf59bdf2097,käyttää nykyaikaisia elektronisia suunnistuslaitteita,released,skill/competence,sector-specific,käyttää nykyaikaisia sähköisiä suunnistuslaitteita,"Nykyaikaisten navigointilaitteiden, kuten GPS- ja tutkajärjestelmien, käyttäminen.",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6 | http://data.europa.eu/esco/skill/6efef9df-ac86-45ca-8b1b-a8178ef17b5c,käyttää viestintälaitteita | ratkaista paikannukseen ja navigointiin liittyviä ongelmia GPS-työkalujen avulla
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ba0717c-3a7a-45a3-834c-59c554e56c72,muuntaa kaavoja prosesseiksi,released,skill/competence,sector-specific,,Muuntaminen tietokonemallien ja simulaatioiden avulla erityisiä laboratoriokaavoja ja havaintoja tuotantoprosesseiksi.,http://data.europa.eu/esco/skill/9bdf8a77-8524-43da-bac6-d15d22e1b7ed,kirjata ja muuntaa tietoa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0c66036a-3bdd-4955-8343-985f4697af64,huolehtia lahjoittajarekisteristä,released,skill/competence,cross-sector,,"Sellaisten tietojen luominen ja pitämien jatkuvasti ajan tasalla, jotka sisältävät luovuttajien henkilötietoja ja tilan.",http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1 | http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,käyttää tietokantoja | hallita tietoa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0c9f20cb-32fb-4ff7-877e-508762791151,Rage (digitaalisten pelien luontijärjestelmät),released,knowledge,sector-specific,,"Ohjelmistokehys, joka koostuu integroiduista kehitysympäristöistä ja erikoissuunnitteluvälineistä. Se on tarkoitettu käyttäjäpohjaisten tietokonepelien nopeaan iteraatioon.",http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,digitaalisten pelien luontijärjestelmät | audiovisuaaliset tekniikat ja mediatuotanto
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0cc02ab5-da14-4fd4-963d-192fe71d3225,arvioida integroituja kotiautomaatiojärjestelmiä,released,skill/competence,sector-specific,,"Ymmärtää integroitujen kotiautomaatiojärjestelmien valmistajien tarjoamat mallit ja eritelmät ja valita konsepti, joka täyttää hankkeen nimenomaiset tarpeet.
	",http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9,analysoida ja arvioida tietoa ja dataa | ajatella kriittisesti
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ccdfe98-f845-4598-84a1-3dca66e9d9a3,Ruby (tietokoneohjelmointi),released,knowledge,sector-specific,Ruby-gnome2 | Ruby lang | Ruby prog,"Ohjelmiston kehittelyä koskevat tekniikat ja periaatteet, kuten analyysi, algoritmit, koodaus, testaus ja kääntäminen, Ruby-ohjelmointikielellä.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,tietokoneohjelmointi | ohjelmisto- ja sovelluskehitys ja -analyysi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0cd6dcf1-5778-42a5-b685-4d01ae4a4871,Common Lisp,released,knowledge,sector-specific,,"Ohjelmistokehityksen tekniikat ja periaatteet, kuten analyysi, algoritmit, koodaus, testaus ja kääntäminen, Common Lisp -ohjelmointikielellä.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,ohjelmisto- ja sovelluskehitys ja -analyysi | tietokoneohjelmointi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ce96a86-7a28-4c44-9e59-591375310894,kerätä säähän liittyvää dataa,released,skill/competence,cross-sector,,"Tietojen kerääminen satelliiteista, tutkista, etäantureista ja sääasemilta, jotta saadaan tietoa sääoloista ja -ilmiöistä.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e,seurata ympäristöolosuhteita | käsitellä kvantitatiivisia aineistoja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ced619a-0f59-4802-88ea-e97bf1b57f95,optimoida laivaston käyttö,released,skill/competence,sector-specific,,"Kaluston käytön, näkyvyyden, tehokkuuden ja kannattavuuden optimointi käyttämällä erityisiä alusten hallintaohjelmistoja.",http://data.europa.eu/esco/skill/f73c2c9e-b097-4fcb-95d1-659ea0bd54a3 | http://data.europa.eu/esco/skill/36dc2bd2-3d9a-4a84-ad70-918a539c4311 | http://data.europa.eu/esco/skill/de7d8271-2410-4fab-bcb4-19e4d1965984 | http://data.europa.eu/esco/skill/60851cc6-ad2e-468f-96e0-ef381615f324 | http://data.europa.eu/esco/skill/e7211c0c-e571-4d61-bfda-3bea3953151d,kohdentaa ja valvoa fyysisiä resursseja | hallinnoida yhtiön aluksia | valvoa ajoneuvokaluston toimintoja | suunnitella maantiekaluston huolto | hallinnoida yrityksen kuljetuskalustoa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d168770-4d9c-4096-b048-a6577818d306,Apache Maven,released,knowledge,sector-specific,,"Apache Maven on ohjelmisto, jolla konfiguroidaan, valvotaan ja auditoidaan ohjelmistoa ja seurataan sen tilaa sen kehittämisen ja ylläpidon aikana.",http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f | http://data.europa.eu/esco/isced-f/0613,työkalut ohjelmiston kokoonpanon hallintaan | ohjelmisto- ja sovelluskehitys ja -analyysi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d6714c6-720e-4985-9791-5ab85d28da79,kerätä tietoja,released,skill/competence,cross-sector,kerätä dataa,Vietävien tietojen poimiminen useista lähteistä.,http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39 | http://data.europa.eu/esco/skill/1b70a55d-b8a4-49fc-96c6-15ab4cff2522,koota tietoa fyysisistä tai sähköisistä lähteistä | käyttää tiedonkäsittelytekniikoita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d7f2cce-245a-4d02-9b8d-2e9946cc4c5d,tarjota verkkokoulutusta,released,skill/competence,cross-sector,,"Koulutuksen tarjoaminen käyttämällä verkkoteknologioita, mukauttamalla oppimateriaaleja, hyödyntämällä verkko-oppimismenetelmiä, tukemalla koulutettavia ja tiedottamalla verkossa. Virtuaaliluokkahuoneita koskevien tietojen antaminen.",http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/caede8f1-6658-4d78-9eb4-2ad2c7ebf09b,opettaa muita | opettaa ja kouluttaa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0da6cab1-0ee9-4391-a299-f71fbf21db56,ICT-verkoston reititys,released,knowledge,sector-specific,,"Prosessit ja tekniikat, joilla valitaan tietotekniikan verkossa parhaat reitit paketeille.",http://data.europa.eu/esco/isced-f/0612,tietokanta- ja verkkosuunnittelu ja -hallinta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0daaf096-1639-461c-bf1a-bbeea77e6b67,sisäinen riskinhallintamenetelmä,released,knowledge,sector-specific,sisäiset riskinhallintamenetelmät | sisäiset riskinhallintapolitiikat | riskinhallinnan sisäiset menetelmät | sisäiset riskinhallintakäytännöt | sisäinen riskinhallinnan menetelmä,"Sisäiset riskinhallintamenetelmät, joilla tunnistetaan, arvioidaan ja priorisoidaan tietotekniikkaympäristössä esiintyviä riskejä. Menetelmät, joilla minimoidaan, seurataan ja valvotaan liiketoiminnan tavoitteiden saavuttamiseen vaikuttavia tuhoisien tapahtumien mahdollisuutta ja vaikutuksia.",http://data.europa.eu/esco/isced-f/0413,johto ja hallinto
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0dc7aa1b-b5af-4f4b-81ce-ee22ed8b6926,arvioida ICT-tietämystä,released,skill/competence,sector-specific,arvioida ICT-asiantuntijoiden tiedot | selvittää ict-asiantuntijoiden tietämys | selvittää ict-eksperttien tietämys | selvittää ICT-asiantuntijoiden tietämys | arvioida ict-tietämys | selvittää ICT-eksperttien tietämys,"Arvio siitä, mikä on tieto- ja viestintäteknisen järjestelmän ammattitaitoisten asiantuntijoiden epäsuora osaaminen, jotta se voidaan esittää tulevaa analyysia ja hyödyntämistä varten.",http://data.europa.eu/esco/skill/c206d301-14b0-4bea-8028-a3749303a512 | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9,seurata ja arvioida yksilöiden suorituskykyä | ajatella kriittisesti
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0dcbf7c5-bedf-4485-b16b-23df54443864,muuntaa vaatimuskonseptit sisällöksi,released,skill/competence,sector-specific,,Digitaalisen sisällön kehittäminen annettujen vaatimusten ja ohjeiden mukaisesti.,http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec | http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a,käyttää digitaalisia välineitä yhteistyössä ja tuottavuudessa | käsitellä laadullisia tietoja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0de61385-de6d-4146-ba32-1cc1bc102220,Lisp,released,knowledge,sector-specific,,"Ohjelmistokehityksen tekniikat ja periaatteet, kuten analyysi, algoritmit, koodaus, testaus ja kääntäminen, Lisp-ohjelmointikielellä.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,tietokoneohjelmointi | ohjelmisto- ja sovelluskehitys ja -analyysi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0df2e216-68ae-4952-b9dc-3c2f2bc04fe3,ylläpitää tietokantaa,released,skill/competence,cross-sector,,"Sellaisen freelance-tietokannan ylläpitäminen, joka tarjoaa lisätukea tiimeille ja pystyy laskemaan neuvottelukustannukset.",http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1 | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c | http://data.europa.eu/esco/skill/611ed16b-99bf-4840-9cab-f55d1d286e0a | http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186,"käyttää tietokantoja | hallinnoida, koota ja tallentaa digitaalista tietoa | tallentaa digitaalisia tietoja ja järjestelmiä | tehdä laskelmia"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e361e34-c563-4892-b9d3-873a6a4fef8a,digitaaliset peligenret,released,knowledge,sector-specific,digitaalipelien genret | digitaalisten pelien mekaniikka | digitaalisten pelien lajityypit | digitaalisten pelien tyylisuuntien luokittelu | digitaalipelien lajityypit | digitaalipeligenret,"Videopelien luokittelu vuorovaikutuksen pohjalta, kuten simulaatiopelit, strategiapelit, seikkailupelit ja pelihallipelit.",http://data.europa.eu/esco/isced-f/0211,audiovisuaaliset tekniikat ja mediatuotanto
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e44ceb3-9dd4-4ec4-b1d7-a0e83ddba7d4,hallita autonrakennustekniikka,released,skill/competence,cross-sector,,"Koneenrakennuksen ala, jossa yhdistetään mekaniikka-, sähkö, elektroniikka-, ohjelmisto- ja turvallisuusteknologia moottoriajoneuvojen, kuten kuorma-autojen, pakettiautojen ja autojen, suunnitteluun.",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"suunnitella teollisia materiaaleja, järjestelmiä tai tuotteita"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e62eba3-d076-47e5-b22d-340a8faccb3b,avustava teknologia opetuksessa,released,knowledge,occupation-specific,,"Oppijoita oppimisen, vuorovaikutuksen tai liikkumisen haasteissa avustavat digitaaliset laitteet ja varusteet, jotka tekevät koulutusmahdollisuuksista saavutettavia ja mahdollistavat oppijoiden kaikkien käytettävissä olevien kykyjen hyödyntämisen.     ",http://data.europa.eu/esco/isced-f/0188,"kasvatusalat, monialaiset koulutusohjelmat ja tutkinnot"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e667579-d045-4c6a-b0f3-230a61edd014,mallintaa tehoelektroniikkaa,released,skill/competence,occupation-specific,,"Mallintaa ja simuloida tehoelektroniikan järjestelmiä, tuotteita ja komponentteja teknisellä suunnitteluohjelmistolla. Arvioida tuotteen toteutuskelpoisuutta ja tarkastella fyysisiä parametrejä tuotantoprosessin toimivuuden varmistamiseksi.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,suunnitella sähkö- tai elektroniikkajärjestelmiä tai -laitteita
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e78d9c9-7c3c-4c5c-82cb-205c16edbcb8,tietokoneen ekologinen käyttö,released,knowledge,occupation-specific,,"Tieto- ja viestintätekniikan järjestelmien käyttö ympäristön kannalta vastuullisella ja kestävällä tavalla, kuten energiatehokkaiden palvelinten ja keskusyksiköiden (CPU) käyttöönotto, resurssien vähentäminen ja sähkö- ja elektroniikkalaiteromun asianmukainen hävittäminen.",http://data.europa.eu/esco/isced-f/0712,ympäristönsuojeluteknologia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e8d16c9-e2db-4862-ac06-1567f01ef806,rakennuksen järjestelmien seurantateknologia,released,knowledge,sector-specific,,"Tietokonepohjaiset valvontajärjestelmät, joilla seurataan rakennuksen mekaanisia ja sähkölaitteita, kuten lämmitys-, ilmanvaihto- ja valaistusjärjestelmiä.",http://data.europa.eu/esco/isced-f/0714,elektroniikka ja automatiikka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ebd8359-48bc-4b28-adb1-450774e5f683,siirtää leikkaamaton audiovisuaalinen materiaali tietokoneelle,released,skill/competence,sector-specific,,"Leikkaamattoman audiovisuaalisen materiaalin siirtäminen tietokoneeseen, synkronoiminen ja tallentaminen.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"hallinnoida, koota ja tallentaa digitaalista tietoa"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0f00f63f-3ab4-4057-b92f-500584b51757,Informatica PowerCenter,released,knowledge,sector-specific,,"Tietokoneohjelma Informatica PowerCenter on väline, jolla voidaan yhdistää tietoa eri sovelluksista ja organisaatioiden laatimia ja ylläpitämiä tietoja yhdeksi yhtenäiseksi ja avoimeksi tietorakenteeksi. Ohjelmiston on kehittänyt ohjelmistoyritys Informatica.",http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051 | http://data.europa.eu/esco/isced-f/0612,"tietojen keräämisen, muuntamisen ja lataamisen työkalut | tietokanta- ja verkkosuunnittelu ja -hallinta"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0f365cf9-4f68-4a25-affc-75de20bcdc09,analysoida aluksen tietoja,released,skill/competence,sector-specific,,"Kerätä tietoja aluksen hallintaohjelmistosta ja tehdä ristiviittaus niihin datan analysoimiseksi eri näkökulmista ja tietojen saamiseksi päätöksentekoa varten.
	",http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/a6c478c7-9807-4a67-bab4-aa9e02547175 | http://data.europa.eu/esco/skill/c544a9f3-5945-4b54-afed-de0697852817,analysoida liiketoimintaa | analysoida alusten toimintoja | raportoida analyysituloksista
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0f5374e3-0b9b-4b16-af7a-49654ce0bb15,yhteistyörobotiikka,released,knowledge,sector-specific,,"Yhteistyörobotteja (HRC) tutkiva ala tarkastelee sellaisia yhteistyöhön perustuvia prosesseja, joissa ihmiset ja robotit toimivat yhdessä yhteisten tavoitteiden saavuttamiseksi. Yhteistyörobotiikka on monitieteinen tutkimusala, johon kuuluvat perinteinen robotiikka, ihmisen ja tietokoneen välinen vuorovaikutus, tekoäly, muotoilu, kognitiiviset tieteet ja psykologia. Se liittyy tietyn tehtävän suorittamista koskevien suunnitelmien ja viestintäsääntöjen määrittelyyn sekä tietyn tavoitteen saavuttamiseen yhteisellä toiminnalla robotin kanssa.
   ",http://data.europa.eu/esco/isced-f/0714,elektroniikka ja automatiikka
